"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"OS1-9626","7738","3.00","45.53","80.00","76.00","2022-10-22","119"
"OS1-9627","10244","1.00","375.00","499.00","385.00","2022-10-22","119"
"OS1-9628","6074","1.00","12.50","24.00","20.00","2022-10-22","119"
"OS1-9629","6074","1.00","12.50","24.00","20.00","2022-10-22","119"
"OS1-9630","9126","1.00","155.15","180.00","165.60","2022-10-22","119"
"OS1-9631","1652","1.00","102.85","120.00","114.00","2022-10-22","119"
"OS1-9632","13147","2.00","90.00","300.00","180.00","2022-10-22","204"
"OS1-9633","5936","1.00","45.30","75.00","55.00","2022-10-22","119"
"OS1-9634","12042","1.00","38.72","45.00","42.75","2022-10-22","119"
"OS1-9635","249","1.00","155.00","193.00","165.00","2022-10-22","119"
"OS1-9636","2537","1.00","155.97","179.00","170.05","2022-10-22","119"
"OS1-9637","9533","1.00","30.00","55.00","35.00","2022-10-22","600"
"OS1-9638","9532","2.00","50.00","99.00","4.00","2022-10-22","600"
"OS1-9639","1367","1.00","72.60","95.00","90.25","2022-10-22","600"
"OS1-9640","6601","1.00","49.35","65.00","58.00","2022-10-22","119"
"OS1-9641","9473","1.00","12.00","28.00","19.00","2022-10-22","119"
"OS1-9642","10932","1.00","51.08","60.00","56.00","2022-10-22","119"
"OS1-9643","10932","1.00","51.08","60.00","56.00","2022-10-22","119"
"OS1-9644","9043","1.00","18.00","20.00","20.00","2022-10-22","600"
"OS1-9645","11502","1.00","222.30","285.00","242.00","2022-10-22","600"
"OS1-9646","6601","1.00","49.35","65.00","58.00","2022-10-22","600"
"OS1-9647","1555","1.00","87.91","105.00","95.00","2022-10-22","600"
"OS1-9648","6356","1.00","49.00","70.00","59.00","2022-10-22","600"
"OS1-9649","6878","2.00","21.50","24.00","23.00","2022-10-22","600"
"OS1-9650","11797","1.00","45.00","55.00","45.00","2022-10-22","600"
"OS1-9651","6981","1.00","330.92","395.00","375.00","2022-10-22","600"
"OS1-9652","6981","2.00","330.92","395.00","375.00","2022-10-22","600"
"OS1-9653","6981","2.00","330.92","395.00","375.00","2022-10-22","600"
"OS1-9654","13167","2.00","30.00","49.00","46.55","2022-10-22","100"
"OS1-9655","6601","1.00","49.35","65.00","58.00","2022-10-22","600"
"OS1-9656","1742","1.00","103.30","120.00","110.40","2022-10-22","600"
"OS1-9657","3266","1.00","76.25","96.00","81.60","2022-10-22","119"
"OS1-9658","3266","1.00","76.25","96.00","81.60","2022-10-22","119"
"OS1-9659","3266","1.00","76.25","96.00","81.60","2022-10-22","119"
"OS1-9660","8168","1.00","20.75","25.00","23.00","2022-10-22","600"
"OS1-9661","901","1.00","80.00","100.00","95.00","2022-10-22","600"
"OS1-9662","6429","1.00","9.09","25.00","15.00","2022-10-22","600"
"OS1-9663","12665","1.00","50.00","80.00","76.00","2022-10-22","600"
"OS1-9664","6429","1.00","9.09","25.00","15.00","2022-10-22","600"
"OS1-9665","7453","25.00","2.00","5.00","3.00","2022-10-22","131"
"OS1-9666","6356","1.00","49.00","70.00","59.00","2022-10-22","600"
"OS1-9667","6429","1.00","9.09","25.00","15.00","2022-10-22","600"
"OS1-9668","6429","3.00","9.09","25.00","15.00","2022-10-22","600"
"OS1-9669","8203","1.00","111.40","140.00","120.00","2022-10-22","131"
"OS1-9670","12042","1.00","38.72","45.00","42.75","2022-10-22","600"
"OS1-9671","12665","1.00","50.00","80.00","76.00","2022-10-22","600"
"OS1-9672","11425","1.00","97.57","125.00","106.50","2022-10-22","600"
"OS1-9673","4480","1.00","95.89","130.00","117.00","2022-10-22","600"
"OS1-9674","6601","2.00","49.35","65.00","58.00","2022-10-22","600"
"OS1-9675","34","1.00","102.50","155.00","115.00","2022-10-22","600"
"OS1-9676","6878","3.00","21.50","24.00","23.00","2022-10-22","600"
"OS1-9677","1652","1.00","102.85","120.00","114.00","2022-10-22","600"
"OS1-9678","6878","15.00","21.50","24.00","23.00","2022-10-22","600"
"OS1-9679","8168","10.00","20.75","25.00","23.00","2022-10-22","600"
"OS1-9680","1391","1.00","58.95","70.00","66.50","2022-10-22","600"
"OS1-9681","11281","1.00","32.78","40.00","40.00","2022-10-22","600"
"OS1-9682","11281","1.00","32.78","40.00","40.00","2022-10-22","600"
"OS1-9683","6429","1.00","9.09","25.00","15.00","2022-10-22","600"
"OS1-9684","6470","1.00","8.00","18.00","12.00","2022-10-22","600"
"OS1-9685","6429","10.00","9.09","25.00","15.00","2022-10-22","600"
"OS1-9686","6683","10.00","4.50","7.00","6.50","2022-10-22","600"
"OS1-9687","6493","1.00","60.00","0.00","85.00","2022-10-22","131"
"OS1-9688","40","1.00","266.70","310.00","279.00","2022-10-22","600"
"OS1-9689","6519","1.00","25.00","55.00","35.00","2022-10-22","600"
"OS1-9690","13144","4.00","90.00","300.00","130.00","2022-10-22","204"
"OS1-9691","6470","1.00","8.00","18.00","12.00","2022-10-22","204"
"OS1-9692","9526","1.00","30.00","55.00","45.00","2022-10-22","204"
"OS1-9693","34","1.00","102.50","155.00","115.00","2022-10-22","204"
"OS1-9694","1963","1.00","63.81","72.00","68.40","2022-10-22","204"
"OS1-9695","1555","1.00","87.91","105.00","95.00","2022-10-22","204"
"OS1-9696","12042","1.00","38.72","45.00","42.75","2022-10-22","204"
"OS1-9697","6074","1.00","12.50","24.00","20.00","2022-10-22","131"
"OS1-9698","3251","1.00","62.20","74.00","63.00","2022-10-22","131"
"OS1-9699","3251","2.00","62.20","74.00","63.00","2022-10-22","131"
"OS1-9700","429","1.00","410.00","550.00","470.00","2022-10-22","204"
"OS1-9568","2528","1.00","92.05","109.00","104.00","2022-10-21","100"
"OS1-9569","3396","1.00","48.44","55.00","52.25","2022-10-21","100"
"OS1-9570","249","1.00","147.62","188.00","159.00","2022-10-21","100"
"OS1-9571","1435","2.00","27.27","30.00","28.50","2022-10-21","100"
"OS1-9572","6683","2.00","4.50","7.00","6.50","2022-10-21","100"
"OS1-9573","2809","1.00","100.00","149.00","126.65","2022-10-21","100"
"OS1-9574","13028","1.00","180.00","199.00","189.50","2022-10-21","100"
"OS1-9575","34","1.00","102.50","155.00","115.00","2022-10-21","100"
"OS1-9576","2541","1.00","82.19","96.00","90.00","2022-10-21","100"
"OS1-9577","6490","1.00","14.00","30.00","20.00","2022-10-21","100"
"OS1-9578","2541","1.00","82.19","96.00","90.00","2022-10-21","100"
"OS1-9579","1723","1.00","40.50","45.00","42.75","2022-10-21","100"
"OS1-9580","11753","1.00","51.67","60.00","56.00","2022-10-21","100"
"OS1-9581","1724","2.00","26.40","30.00","28.50","2022-10-21","100"
"OS1-9582","2374","1.00","124.00","155.00","139.50","2022-10-21","131"
"OS1-9583","6683","1.00","4.50","7.00","6.50","2022-10-21","131"
"OS1-9584","1721","1.00","232.00","250.00","237.50","2022-10-21","100"
"OS1-9585","1423","3.00","117.30","138.00","131.10","2022-10-21","131"
"OS1-9586","1652","1.00","102.85","120.00","114.00","2022-10-21","131"
"OS1-9587","6902","1.00","81.90","90.00","87.00","2022-10-21","100"
"OS1-9588","596","3.00","52.63","60.00","57.00","2022-10-21","100"
"OS1-9589","596","3.00","52.63","60.00","57.00","2022-10-21","100"
"OS1-9590","2541","2.00","82.19","96.00","90.00","2022-10-21","100"
"OS1-9591","415","1.00","135.60","199.00","159.00","2022-10-21","100"
"OS1-9592","415","1.00","135.60","199.00","159.00","2022-10-21","100"
"OS1-9593","13027","1.00","350.00","460.00","400.00","2022-10-21","100"
"OS1-9594","2243","1.00","242.72","265.00","250.00","2022-10-21","131"
"OS1-9595","7613","1.00","80.00","100.00","99.00","2022-10-21","100"
"OS1-9596","7613","1.00","80.00","100.00","99.00","2022-10-21","100"
"OS1-9597","6683","1.00","4.50","7.00","6.50","2022-10-21","100"
"OS1-9598","255","2.00","116.00","152.00","128.00","2022-10-21","100"
"OS1-9599","9501","1.00","80.00","165.00","110.00","2022-10-21","100"
"OS1-9600","9475","1.00","25.00","65.00","40.00","2022-10-21","119"
"OS1-9601","9475","1.00","25.00","65.00","30.00","2022-10-21","119"
"OS1-9602","11797","1.00","45.00","55.00","45.00","2022-10-21","600"
"OS1-9603","9043","1.00","18.00","20.00","20.00","2022-10-21","600"
"OS1-9604","6470","1.00","8.00","18.00","12.00","2022-10-21","119"
"OS1-9605","11640","1.00","193.18","440.00","418.00","2022-10-21","600"
"OS1-9606","6619","10.00","20.00","50.00","30.00","2022-10-21","131"
"OS1-9607","11304","1.00","36.92","42.00","40.00","2022-10-21","119"
"OS1-9608","11423","1.00","117.07","150.00","127.50","2022-10-21","600"
"OS1-9609","2039","1.00","64.12","90.00","80.00","2022-10-21","600"
"OS1-9610","1723","1.00","40.50","45.00","42.75","2022-10-21","600"
"OS1-9611","11281","2.00","32.78","40.00","40.00","2022-10-21","600"
"OS1-9612","3257","2.00","22.70","27.00","22.95","2022-10-21","600"
"OS1-9613","3396","2.00","48.44","55.00","52.25","2022-10-21","600"
"OS1-9614","1724","1.00","26.40","30.00","28.50","2022-10-21","600"
"OS1-9615","1724","1.00","26.40","30.00","28.50","2022-10-21","600"
"OS1-9616","9473","1.00","12.00","28.00","19.00","2022-10-21","600"
"OS1-9617","3257","1.00","22.70","27.00","22.95","2022-10-21","119"
"OS1-9618","9501","1.00","80.00","165.00","110.00","2022-10-21","119"
"OS1-9619","11348","1.00","93.31","115.00","103.00","2022-10-21","600"
"OS1-9620","5936","1.00","45.30","75.00","55.00","2022-10-21","131"
"OS1-9621","7738","1.00","45.53","80.00","76.00","2022-10-21","600"
"OS1-9516","12483","1.00","26.00","50.00","35.00","2022-10-20","100"
"OS1-9517","11044","2.00","22.00","33.00","28.00","2022-10-20","100"
"OS1-9518","6034","1.00","15.00","20.00","18.00","2022-10-20","204"
"OS1-9519","4469","1.00","175.00","188.00","185.00","2022-10-20","131"
"OS1-9520","6878","4.00","21.50","24.00","23.00","2022-10-20","131"
"OS1-9521","1724","6.00","26.40","30.00","28.50","2022-10-20","100"
"OS1-9522","6878","9.00","21.50","24.00","23.00","2022-10-20","100"
"OS1-9523","11527","1.00","95.00","155.00","135.00","2022-10-20","100"
"OS1-9524","6683","1.00","4.50","7.00","6.50","2022-10-20","600"
"OS1-9525","11672","1.00","116.00","155.00","147.25","2022-10-20","100"
"OS1-9526","1565","1.00","77.28","89.00","84.55","2022-10-20","600"
"OS1-9527","1948","1.00","61.49","69.00","66.00","2022-10-20","600"
"OS1-9528","10843","1.00","52.50","70.00","63.00","2022-10-20","100"
"OS1-9529","6242","1.00","105.00","185.00","125.00","2022-10-20","100"
"OS1-9530","11409","1.00","140.95","199.00","239.00","2022-10-20","100"
"OS1-9531","11409","1.00","140.95","199.00","185.00","2022-10-20","100"
"OS1-9532","11409","1.00","140.95","199.00","239.00","2022-10-20","100"
"OS1-9533","11409","1.00","140.95","199.00","189.00","2022-10-20","600"
"OS1-9534","12668","1.00","140.00","165.00","149.00","2022-10-20","100"
"OS1-9535","2533","1.00","179.58","214.06","196.88","2022-10-20","100"
"OS1-9536","1721","1.00","232.00","250.00","237.50","2022-10-20","100"
"OS1-9537","1721","1.00","232.00","250.00","237.50","2022-10-20","100"
"OS1-9538","8168","1.00","20.75","25.00","23.00","2022-10-20","100"
"OS1-9539","6610","1.00","26.25","50.00","35.00","2022-10-20","100"
"OS1-9540","12539","1.00","47.50","70.00","58.00","2022-10-20","600"
"OS1-9541","7613","1.00","80.00","100.00","99.00","2022-10-20","600"
"OS1-9542","1723","2.00","40.50","45.00","42.75","2022-10-20","600"
"OS1-9543","7738","6.00","45.53","80.00","76.00","2022-10-20","131"
"OS1-9544","7738","2.00","45.53","80.00","76.00","2022-10-20","131"
"OS1-9545","2281","1.00","24.99","30.00","28.50","2022-10-20","600"
"OS1-9546","9216","1.00","79.28","90.00","85.00","2022-10-20","600"
"OS1-9547","12483","1.00","26.00","50.00","35.00","2022-10-20","600"
"OS1-9548","1742","1.00","103.30","120.00","110.40","2022-10-20","600"
"OS1-9549","9539","1.00","10.00","25.00","15.00","2022-10-20","600"
"OS1-9550","6351","1.00","3.00","20.00","12.00","2022-10-20","600"
"OS1-9551","11734","4.00","8.00","10.00","10.00","2022-10-20","600"
"OS1-9552","943","1.00","17.20","20.00","19.00","2022-10-20","600"
"OS1-9553","1979","3.00","90.00","100.00","95.00","2022-10-20","600"
"OS1-9554","1604","1.00","138.60","165.00","148.50","2022-10-20","600"
"OS1-9555","1590","1.00","8.79","10.00","9.50","2022-10-20","600"
"OS1-9556","1723","1.00","40.50","45.00","42.75","2022-10-20","600"
"OS1-9557","249","1.00","147.62","188.00","159.00","2022-10-20","600"
"OS1-9558","8320","1.00","17.02","20.00","20.00","2022-10-20","600"
"OS1-9559","8320","1.00","17.02","20.00","20.00","2022-10-20","600"
"OS1-9560","1662","1.00","59.67","69.00","65.55","2022-10-20","600"
"OS1-9561","1662","1.00","59.67","69.00","65.55","2022-10-20","600"
"OS1-9562","7738","2.00","45.53","80.00","76.00","2022-10-20","600"
"OS1-9563","1590","4.00","8.79","10.00","9.50","2022-10-20","600"
"OS1-9564","2541","1.00","82.19","96.00","90.00","2022-10-20","600"
"OS1-9565","1742","1.00","103.30","120.00","110.40","2022-10-20","600"
"OS1-9566","13150","2.00","80.00","110.00","95.00","2022-10-20","204"
"OS1-9567","13150","1.00","80.00","110.00","95.00","2022-10-20","204"
"OS1-9467","6981","1.00","330.92","395.00","375.00","2022-10-19","100"
"OS1-9468","3396","1.00","48.44","55.00","52.25","2022-10-19","100"
"OS1-9469","3394","1.00","186.30","204.00","193.80","2022-10-19","100"
"OS1-9470","3577","1.00","20.00","36.00","30.00","2022-10-19","100"
"OS1-9471","3574","1.00","78.00","99.00","88.90","2022-10-19","100"
"OS1-9472","13018","1.00","50.00","99.00","94.00","2022-10-19","100"
"OS1-9473","1962","1.00","125.94","149.00","135.00","2022-10-19","204"
"OS1-9474","3577","1.00","20.00","36.00","30.00","2022-10-19","100"
"OS1-9475","1948","1.00","61.49","69.00","66.00","2022-10-19","204"
"OS1-9476","249","1.00","147.62","188.00","159.00","2022-10-19","100"
"OS1-9477","13074","4.00","4.00","5.00","5.00","2022-10-19","100"
"OS1-9478","3577","1.00","20.00","36.00","30.00","2022-10-19","100"
"OS1-9479","1652","1.00","102.85","120.00","114.00","2022-10-19","100"
"OS1-9480","1528","1.00","83.76","103.00","95.00","2022-10-19","100"
"OS1-9481","9894","1.00","73.32","83.00","78.85","2022-10-19","100"
"OS1-9482","13067","1.00","220.00","295.00","225.00","2022-10-19","131"
"OS1-9483","2512","1.00","166.14","189.00","179.55","2022-10-19","131"
"OS1-9484","1565","1.00","77.28","89.00","84.55","2022-10-19","100"
"OS1-9485","8168","2.00","20.75","25.00","23.00","2022-10-19","119"
"OS1-9486","1643","1.00","401.87","480.00","450.00","2022-10-19","119"
"OS1-9487","13019","1.00","200.00","399.00","359.00","2022-10-19","119"
"OS1-9488","6878","1.00","21.50","24.00","23.00","2022-10-19","119"
"OS1-9489","9146","1.00","208.56","245.00","315.00","2022-10-19","119"
"OS1-9490","1634","1.00","237.44","260.00","247.00","2022-10-19","131"
"OS1-9491","1634","1.00","237.44","260.00","247.00","2022-10-19","131"
"OS1-9492","7453","25.00","2.00","5.00","3.00","2022-10-19","119"
"OS1-9493","7453","25.00","2.00","5.00","3.00","2022-10-19","119"
"OS1-9494","7453","25.00","2.00","5.00","3.00","2022-10-19","119"
"OS1-9495","8168","1.00","20.75","25.00","23.00","2022-10-19","119"
"OS1-9496","8168","1.00","20.75","25.00","23.00","2022-10-19","119"
"OS1-9497","6356","1.00","49.00","70.00","59.00","2022-10-19","119"
"OS1-9498","10584","2.00","158.00","198.00","180.00","2022-10-19","131"
"OS1-9499","2528","1.00","92.05","109.00","104.00","2022-10-19","131"
"OS1-9500","11304","2.00","36.92","42.00","40.00","2022-10-19","119"
"OS1-9501","11304","1.00","36.92","42.00","40.00","2022-10-19","119"
"OS1-9502","11211","1.00","13.35","55.00","28.00","2022-10-19","119"
"OS1-9503","7680","3.00","12.11","27.00","20.00","2022-10-19","119"
"OS1-9504","11734","1.00","8.00","10.00","10.00","2022-10-19","119"
"OS1-9505","11734","1.00","8.00","10.00","10.00","2022-10-19","119"
"OS1-9506","2764","1.00","49.84","60.00","55.00","2022-10-19","119"
"OS1-9507","1377","4.00","8.50","10.00","10.00","2022-10-19","119"
"OS1-9508","1565","1.00","77.28","89.00","84.55","2022-10-19","119"
"OS1-9509","680","1.00","197.62","279.00","225.00","2022-10-19","119"
"OS1-9510","11797","1.00","45.00","55.00","45.00","2022-10-19","204"
"OS1-9511","2528","1.00","92.05","109.00","104.00","2022-10-19","119"
"OS1-9512","1377","1.00","8.50","10.00","10.00","2022-10-19","119"
"OS1-9513","596","1.00","52.63","60.00","57.00","2022-10-19","119"
"OS1-9514","2656","1.00","146.53","185.00","175.25","2022-10-19","204"
"OS1-9515","9332","1.00","187.49","220.00","209.00","2022-10-19","204"
"OS1-9373","1860","1.00","40.90","45.00","42.75","2022-10-18","100"
"OS1-9374","1528","2.00","83.76","103.00","95.00","2022-10-18","100"
"OS1-9375","1367","4.00","72.60","95.00","90.25","2022-10-18","131"
"OS1-9376","11986","2.00","76.50","99.00","89.00","2022-10-18","131"
"OS1-9377","6007","1.00","11.07","28.00","18.00","2022-10-18","100"
"OS1-9378","6007","1.00","11.07","28.00","18.00","2022-10-18","100"
"OS1-9379","3558","2.00","37.70","46.00","42.00","2022-10-18","100"
"OS1-9380","3558","2.00","37.70","46.00","42.00","2022-10-18","100"
"OS1-9381","3567","1.00","68.00","83.00","70.55","2022-10-18","100"
"OS1-9382","1889","1.00","146.79","160.00","152.00","2022-10-18","100"
"OS1-9383","11527","1.00","95.00","155.00","135.00","2022-10-18","100"
"OS1-9384","6546","1.00","70.83","110.00","80.00","2022-10-18","100"
"OS1-9385","1832","2.00","22.73","25.00","24.00","2022-10-18","100"
"OS1-9386","1832","2.00","22.73","25.00","24.00","2022-10-18","100"
"OS1-9387","10097","12.00","22.72","25.00","24.00","2022-10-18","100"
"OS1-9388","1861","1.00","75.44","88.00","87.00","2022-10-18","100"
"OS1-9389","7431","1.00","240.00","600.00","275.00","2022-10-18","100"
"OS1-9390","13016","1.00","80.00","100.00","95.00","2022-10-18","100"
"OS1-9391","4486","1.00","177.83","220.00","198.00","2022-10-18","100"
"OS1-9392","1861","1.00","75.44","88.00","87.00","2022-10-18","131"
"OS1-9393","932","1.00","120.00","145.00","130.00","2022-10-18","100"
"OS1-9394","932","1.00","120.00","145.00","130.00","2022-10-18","100"
"OS1-9395","8168","2.00","20.75","25.00","23.00","2022-10-18","100"
"OS1-9396","11986","1.00","76.50","99.00","89.00","2022-10-18","100"
"OS1-9397","11986","1.00","76.50","99.00","89.00","2022-10-18","100"
"OS1-9398","2572","1.00","164.92","199.00","179.10","2022-10-18","100"
"OS1-9399","2535","1.00","68.83","80.00","76.00","2022-10-18","100"
"OS1-9400","11603","1.00","108.09","130.00","122.00","2022-10-18","100"
"OS1-9401","3394","2.00","186.30","204.00","193.80","2022-10-18","100"
"OS1-9402","1822","1.00","40.90","45.00","42.75","2022-10-18","100"
"OS1-9403","12077","1.00","8.50","10.00","9.50","2022-10-18","100"
"OS1-9404","11942","1.00","106.42","149.00","126.65","2022-10-18","131"
"OS1-9405","11734","1.00","8.00","10.00","10.00","2022-10-18","100"
"OS1-9406","12536","1.00","32.00","40.00","36.00","2022-10-18","100"
"OS1-9407","13045","2.00","25.00","30.00","28.00","2022-10-18","100"
"OS1-9408","3200","1.00","34.97","40.00","40.00","2022-10-18","100"
"OS1-9409","1391","1.00","58.95","70.00","66.50","2022-10-18","100"
"OS1-9410","8225","1.00","80.00","120.00","99.00","2022-10-18","100"
"OS1-9411","8168","2.00","20.75","25.00","23.00","2022-10-18","103"
"OS1-9412","1860","2.00","40.90","45.00","42.75","2022-10-18","100"
"OS1-9413","1860","1.00","40.90","45.00","42.75","2022-10-18","100"
"OS1-9414","1880","3.00","45.00","50.00","48.00","2022-10-18","100"
"OS1-9415","5840","1.00","48.00","60.00","55.20","2022-10-18","100"
